代码,简称,时间,周单位净值(元)
163209.OF,诺安创业,2015-01-02,1.0700
163407.OF,兴全300,2015-01-02,1.2650
163821.OF,中银300E,2015-01-02,1.4080
164304.OF,新华环保,2015-01-02,1.0540
164705.OF,添富恒生,2015-01-02,1.0620
164811.OF,京津冀,2015-01-02,1.2047
165309.OF,建信300,2015-01-02,1.0341
165310.OF,300增强,2015-01-02,1.2170
165312.OF,建信50,2015-01-02,1.2164
165510.OF,信诚四国,2015-01-02,0.7300
165511.OF,信诚500,2015-01-02,1.0280
165515.OF,信诚300,2015-01-02,1.2150
165519.OF,信诚医药,2015-01-02,1.0510
165520.OF,信诚有色,2015-01-02,1.0740
165521.OF,信诚金融,2015-01-02,1.1600
165522.OF,信诚TMT,2015-01-02,0.9550
166802.OF,浙商300,2015-01-02,1.2610
510010.OF,治理ETF,2015-01-02,1.0690
510020.OF,超大ETF,2015-01-02,2.3218
510030.OF,价值ETF,2015-01-02,3.9730
510050.OF,50ETF,2015-01-02,2.5460
510060.OF,央企ETF,2015-01-02,1.8192
510090.OF,责任ETF,2015-01-02,1.3390
510110.OF,周期ETF,2015-01-02,3.5990
510120.OF,非周ETF,2015-01-02,2.5710
510130.OF,中盘ETF,2015-01-02,3.6060
510150.OF,消费ETF,2015-01-02,3.2470
510160.OF,小康ETF,2015-01-02,0.5182
510170.OF,商品ETF,2015-01-02,1.8490
510180.OF,180ETF,2015-01-02,3.2075
510190.OF,龙头ETF,2015-01-02,2.9820
510210.OF,综指ETF,2015-01-02,3.5560
510220.OF,中小ETF,2015-01-02,3.8560
510230.OF,金融ETF,2015-01-02,5.9944
510270.OF,国企ETF,2015-01-02,1.1130
510290.OF,380ETF,2015-01-02,1.3318
510300.OF,300ETF,2015-01-02,3.5693
510310.OF,HS300ETF,2015-01-02,1.4296
510330.OF,华夏300,2015-01-02,3.5428
510410.OF,资源ETF,2015-01-02,0.7723
510440.OF,500沪市,2015-01-02,1.6550
510500.OF,500ETF,2015-01-02,1.4918
510510.OF,广发500,2015-01-02,1.4936
510630.OF,消费行业,2015-01-02,1.2414
510650.OF,金融行业,2015-01-02,1.6794
510660.OF,医药行业,2015-01-02,1.1490
510680.OF,万家50,2015-01-02,1.3710
510880.OF,红利ETF,2015-01-02,2.6280
510900.OF,H股ETF,2015-01-02,1.1240
512010.OF,医药ETF,2015-01-02,1.0032
512070.OF,证券保险,2015-01-02,2.3712
512120.OF,医药50,2015-01-02,1.0560
512220.OF,科技150,2015-01-02,1.0999
512600.OF,主要消费,2015-01-02,1.1995
512610.OF,医药卫生,2015-01-02,1.1451
512640.OF,金融地产,2015-01-02,1.8427
513030.OF,德国30,2015-01-02,0.9560
513100.OF,纳指ETF,2015-01-02,1.3800
513500.OF,标普500,2015-01-02,1.1406
513600.OF,恒指ETF,2015-01-02,1.0008
513660.OF,恒生通,2015-01-02,1.0007
159901.OF,深100ETF,2015-01-09,3.8469
159902.OF,中小100,2015-01-09,2.6370
159903.OF,深成ETF,2015-01-09,1.1886
159905.OF,深红利,2015-01-09,1.0863
159906.OF,深成长,2015-01-09,0.8190
159907.OF,中小300,2015-01-09,1.1354
159908.OF,创业板BS,2015-01-09,1.0488
159909.OF,深TMT,2015-01-09,4.2270
159910.OF,深F120,2015-01-09,1.1894
159912.OF,深300ETF,2015-01-09,1.1997
159913.OF,深价值,2015-01-09,1.3760
159915.OF,创业板,2015-01-09,1.5048
159916.OF,深F60,2015-01-09,2.3344
159918.OF,中创400,2015-01-09,1.5939
159919.OF,300ETF,2015-01-09,3.6936
159920.OF,恒生ETF,2015-01-09,1.1075
159922.OF,500ETF,2015-01-09,5.3986
159923.OF,100ETF,2015-01-09,1.3740
159925.OF,南方300,2015-01-09,1.4023
159928.OF,消费ETF,2015-01-09,1.1812
159929.OF,医药ETF,2015-01-09,1.1702
159930.OF,能源ETF,2015-01-09,1.1344
159931.OF,金融ETF,2015-01-09,1.6158
159932.OF,500深ETF,2015-01-09,1.4760
159933.OF,金地ETF,2015-01-09,1.7219
159935.OF,景顺500,2015-01-09,1.4165
159936.OF,可选消费,2015-01-09,1.3023
159938.OF,医药,2015-01-09,1.0213
159939.OF,信息技术,2015-01-09,0.9995
160119.OF,南方500,2015-01-09,1.2720
160125.OF,南方香港,2015-01-09,1.0718
160133.OF,南方天元,2015-01-09,1.2550
160218.OF,国泰地产,2015-01-09,1.4309
160219.OF,国泰医药,2015-01-09,1.0496
160222.OF,国泰食品,2015-01-09,1.1378
160416.OF,石油基金,2015-01-09,0.8980
160615.OF,鹏华300,2015-01-09,1.3010
160616.OF,鹏华500,2015-01-09,1.1090
160620.OF,资源LOF,2015-01-09,1.2840
160625.OF,证保LOF,2015-01-09,1.4200
160626.OF,信息LOF,2015-01-09,1.2570
160628.OF,地产LOF,2015-01-09,1.3540
160629.OF,传媒LOF,2015-01-09,1.0090
160630.OF,国防LOF,2015-01-09,1.0030
160706.OF,嘉实300,2015-01-09,0.9690
160716.OF,嘉实50,2015-01-09,1.0991
160717.OF,恒生H股,2015-01-09,0.8663
160806.OF,长盛同庆,2015-01-09,1.2140
160807.OF,长盛300,2015-01-09,1.1740
160919.OF,大成产业,2015-01-09,1.0660
161017.OF,富国500,2015-01-09,1.5200
161022.OF,创业,2015-01-09,1.0520
161024.OF,军工,2015-01-09,1.0180
161025.OF,互联网,2015-01-09,1.0980
161026.OF,国企改革,2015-01-09,1.0070
161213.OF,国投消费,2015-01-09,1.1360
161217.OF,国投资源,2015-01-09,0.7110
161607.OF,融通巨潮,2015-01-09,1.1250
161720.OF,证券基金,2015-01-09,1.1340
161721.OF,地产基金,2015-01-09,1.1340
161811.OF,银华300,2015-01-09,0.9750
161812.OF,银华100,2015-01-09,0.9280
161831.OF,恒生中企,2015-01-09,1.1525
161907.OF,万家红利,2015-01-09,1.2421
162107.OF,金鹰量化,2015-01-09,1.3150
162216.OF,泰达500,2015-01-09,1.3928
162307.OF,海富100,2015-01-09,1.0890
162411.OF,华宝油气,2015-01-09,0.7130
162509.OF,中证100E,2015-01-09,1.4380
162510.OF,国安中小,2015-01-09,1.2990
162711.OF,广发500L,2015-01-09,1.1751
162714.OF,深100基,2015-01-09,1.0420
162907.OF,泰信400,2015-01-09,1.5040
163109.OF,申万深成,2015-01-09,0.7006
163110.OF,申万量化,2015-01-09,1.3640
163113.OF,申万证券,2015-01-09,1.0933
163114.OF,申万环保,2015-01-09,1.2532
163115.OF,申万军工,2015-01-09,1.2602
163209.OF,诺安创业,2015-01-09,1.0920
163407.OF,兴全300,2015-01-09,1.2694
163821.OF,中银300E,2015-01-09,1.4340
164304.OF,新华环保,2015-01-09,1.0540
164705.OF,添富恒生,2015-01-09,1.0500
164811.OF,京津冀,2015-01-09,1.2296
165309.OF,建信300,2015-01-09,1.0379
165310.OF,300增强,2015-01-09,1.1880
165312.OF,建信50,2015-01-09,1.2041
165510.OF,信诚四国,2015-01-09,0.7420
165511.OF,信诚500,2015-01-09,1.0430
165515.OF,信诚300,2015-01-09,1.2140
165519.OF,信诚医药,2015-01-09,1.0810
165520.OF,信诚有色,2015-01-09,1.1130
165521.OF,信诚金融,2015-01-09,1.1260
165522.OF,信诚TMT,2015-01-09,0.9960
166802.OF,浙商300,2015-01-09,1.2370
510010.OF,治理ETF,2015-01-09,1.0670
510020.OF,超大ETF,2015-01-09,2.3108
510030.OF,价值ETF,2015-01-09,3.9280
510050.OF,50ETF,2015-01-09,2.5220
510060.OF,央企ETF,2015-01-09,1.8137
510090.OF,责任ETF,2015-01-09,1.3171
510110.OF,周期ETF,2015-01-09,3.5350
510120.OF,非周ETF,2015-01-09,2.6580
510130.OF,中盘ETF,2015-01-09,3.5945
510150.OF,消费ETF,2015-01-09,3.3350
510160.OF,小康ETF,2015-01-09,0.5135
510170.OF,商品ETF,2015-01-09,1.9290
510180.OF,180ETF,2015-01-09,3.2003
510190.OF,龙头ETF,2015-01-09,3.0630
510210.OF,综指ETF,2015-01-09,3.6150
510220.OF,中小ETF,2015-01-09,3.8810
510230.OF,金融ETF,2015-01-09,5.8170
510270.OF,国企ETF,2015-01-09,1.1110
510290.OF,380ETF,2015-01-09,1.3502
510300.OF,300ETF,2015-01-09,3.5749
510310.OF,HS300ETF,2015-01-09,1.4342
510330.OF,华夏300,2015-01-09,3.5520
510410.OF,资源ETF,2015-01-09,0.8058
510440.OF,500沪市,2015-01-09,1.6710
510500.OF,500ETF,2015-01-09,1.5157
510510.OF,广发500,2015-01-09,1.5174
510630.OF,消费行业,2015-01-09,1.2633
510650.OF,金融行业,2015-01-09,1.6229
510660.OF,医药行业,2015-01-09,1.1879
510680.OF,万家50,2015-01-09,1.3898
510880.OF,红利ETF,2015-01-09,2.6500
510900.OF,H股ETF,2015-01-09,1.1352
512010.OF,医药ETF,2015-01-09,1.0274
512070.OF,证券保险,2015-01-09,2.3147
512120.OF,医药50,2015-01-09,1.0860
512220.OF,科技150,2015-01-09,1.1419
512600.OF,主要消费,2015-01-09,1.2307
512610.OF,医药卫生,2015-01-09,1.1800
512640.OF,金融地产,2015-01-09,1.7863
513030.OF,德国30,2015-01-09,0.9160
513100.OF,纳指ETF,2015-01-09,1.3750
513500.OF,标普500,2015-01-09,1.1346
513600.OF,恒指ETF,2015-01-09,1.0010
513660.OF,恒生通,2015-01-09,1.0008
159901.OF,深100ETF,2015-01-16,3.9307
159902.OF,中小100,2015-01-16,2.7420
159903.OF,深成ETF,2015-01-16,1.2097
159905.OF,深红利,2015-01-16,1.0939
159906.OF,深成长,2015-01-16,0.8590
159907.OF,中小300,2015-01-16,1.1749
159908.OF,创业板BS,2015-01-16,1.0553
159909.OF,深TMT,2015-01-16,4.4910
159910.OF,深F120,2015-01-16,1.1951
159912.OF,深300ETF,2015-01-16,1.2309
159913.OF,深价值,2015-01-16,1.3870
159915.OF,创业板,2015-01-16,1.5865
159916.OF,深F60,2015-01-16,2.3389
159918.OF,中创400,2015-01-16,1.6383
159919.OF,300ETF,2015-01-16,3.7849
159920.OF,恒生ETF,2015-01-16,1.1127
159922.OF,500ETF,2015-01-16,5.5089
159923.OF,100ETF,2015-01-16,1.4060
159925.OF,南方300,2015-01-16,1.4365
159928.OF,消费ETF,2015-01-16,1.1787
159929.OF,医药ETF,2015-01-16,1.2010
159930.OF,能源ETF,2015-01-16,1.1376
159931.OF,金融ETF,2015-01-16,1.6630
159932.OF,500深ETF,2015-01-16,1.5180
159933.OF,金地ETF,2015-01-16,1.7755
159935.OF,景顺500,2015-01-16,1.4445
159936.OF,可选消费,2015-01-16,1.3369
159938.OF,医药,2015-01-16,1.0448
159939.OF,信息技术,2015-01-16,0.9996
160119.OF,南方500,2015-01-16,1.2969
160125.OF,南方香港,2015-01-16,1.0493
160133.OF,南方天元,2015-01-16,1.2900
160218.OF,国泰地产,2015-01-16,1.4656
160219.OF,国泰医药,2015-01-16,1.0658
160222.OF,国泰食品,2015-01-16,1.1254
160416.OF,石油基金,2015-01-16,0.8940
160615.OF,鹏华300,2015-01-16,1.3320
160616.OF,鹏华500,2015-01-16,1.1310
160620.OF,资源LOF,2015-01-16,1.2590
160625.OF,证保LOF,2015-01-16,1.4400
160626.OF,信息LOF,2015-01-16,1.3550
160628.OF,地产LOF,2015-01-16,1.3870
160629.OF,传媒LOF,2015-01-16,1.0870
160630.OF,国防LOF,2015-01-16,1.0170
160706.OF,嘉实300,2015-01-16,0.9917
160716.OF,嘉实50,2015-01-16,1.1245
160717.OF,恒生H股,2015-01-16,0.8646
160806.OF,长盛同庆,2015-01-16,1.2450
160807.OF,长盛300,2015-01-16,1.2010
160919.OF,大成产业,2015-01-16,1.0960
161017.OF,富国500,2015-01-16,1.5600
161022.OF,创业,2015-01-16,1.1000
161024.OF,军工,2015-01-16,1.0400
161025.OF,互联网,2015-01-16,1.1670
161026.OF,国企改革,2015-01-16,1.0170
161213.OF,国投消费,2015-01-16,1.1680
161217.OF,国投资源,2015-01-16,0.7040
161607.OF,融通巨潮,2015-01-16,1.1520
161720.OF,证券基金,2015-01-16,1.1230
161721.OF,地产基金,2015-01-16,1.1720
161811.OF,银华300,2015-01-16,0.9980
161812.OF,银华100,2015-01-16,0.9500
161831.OF,恒生中企,2015-01-16,1.1452
161907.OF,万家红利,2015-01-16,1.2636
162107.OF,金鹰量化,2015-01-16,1.3402
162216.OF,泰达500,2015-01-16,1.4262
162307.OF,海富100,2015-01-16,1.1130
162411.OF,华宝油气,2015-01-16,0.7050
162509.OF,中证100E,2015-01-16,1.4730
162510.OF,国安中小,2015-01-16,1.3320
162711.OF,广发500L,2015-01-16,1.1983
162714.OF,深100基,2015-01-16,1.0669
162907.OF,泰信400,2015-01-16,1.5300
163109.OF,申万深成,2015-01-16,0.7140
163110.OF,申万量化,2015-01-16,1.3780
163113.OF,申万证券,2015-01-16,1.0791
163114.OF,申万环保,2015-01-16,1.2763
163115.OF,申万军工,2015-01-16,1.2881
163209.OF,诺安创业,2015-01-16,1.1370
163407.OF,兴全300,2015-01-16,1.3033
163821.OF,中银300E,2015-01-16,1.4640
164304.OF,新华环保,2015-01-16,1.0740
164705.OF,添富恒生,2015-01-16,1.0560
164811.OF,京津冀,2015-01-16,1.2552
165309.OF,建信300,2015-01-16,1.0625
165310.OF,300增强,2015-01-16,1.2080
165312.OF,建信50,2015-01-16,1.2410
165510.OF,信诚四国,2015-01-16,0.7410
165511.OF,信诚500,2015-01-16,1.0620
165515.OF,信诚300,2015-01-16,1.2400
165519.OF,信诚医药,2015-01-16,1.1040
165520.OF,信诚有色,2015-01-16,1.0900
165521.OF,信诚金融,2015-01-16,1.1590
165522.OF,信诚TMT,2015-01-16,1.0570
166802.OF,浙商300,2015-01-16,1.2660
510010.OF,治理ETF,2015-01-16,1.0970
510020.OF,超大ETF,2015-01-16,2.3436
510030.OF,价值ETF,2015-01-16,4.0770
510050.OF,50ETF,2015-01-16,2.6040
510060.OF,央企ETF,2015-01-16,1.8695
510090.OF,责任ETF,2015-01-16,1.3670
510110.OF,周期ETF,2015-01-16,3.6380
510120.OF,非周ETF,2015-01-16,2.7440
510130.OF,中盘ETF,2015-01-16,3.6637
510150.OF,消费ETF,2015-01-16,3.4090
510160.OF,小康ETF,2015-01-16,0.5211
510170.OF,商品ETF,2015-01-16,1.9260
510180.OF,180ETF,2015-01-16,3.2889
510190.OF,龙头ETF,2015-01-16,3.1690
510210.OF,综指ETF,2015-01-16,3.7210
510220.OF,中小ETF,2015-01-16,3.9320
510230.OF,金融ETF,2015-01-16,6.0041
510270.OF,国企ETF,2015-01-16,1.1360
510290.OF,380ETF,2015-01-16,1.3613
510300.OF,300ETF,2015-01-16,3.6601
510310.OF,HS300ETF,2015-01-16,1.4686
510330.OF,华夏300,2015-01-16,3.6477
510410.OF,资源ETF,2015-01-16,0.8005
510440.OF,500沪市,2015-01-16,1.6890
510500.OF,500ETF,2015-01-16,1.5466
510510.OF,广发500,2015-01-16,1.5486
510630.OF,消费行业,2015-01-16,1.2639
510650.OF,金融行业,2015-01-16,1.6874
510660.OF,医药行业,2015-01-16,1.2202
510680.OF,万家50,2015-01-16,1.3986
510880.OF,红利ETF,2015-01-16,2.6930
510900.OF,H股ETF,2015-01-16,1.1333
512010.OF,医药ETF,2015-01-16,1.0528
512070.OF,证券保险,2015-01-16,2.3607
512120.OF,医药50,2015-01-16,1.1120
512220.OF,科技150,2015-01-16,1.2098
512600.OF,主要消费,2015-01-16,1.2283
512610.OF,医药卫生,2015-01-16,1.2107
512640.OF,金融地产,2015-01-16,1.8361
513030.OF,德国30,2015-01-16,0.9470
513100.OF,纳指ETF,2015-01-16,1.3490
513500.OF,标普500,2015-01-16,1.1183
513600.OF,恒指ETF,2015-01-16,1.9043
513660.OF,恒生通,2015-01-16,0.9995
159901.OF,深100ETF,2015-01-23,3.9395
159902.OF,中小100,2015-01-23,2.8210
159903.OF,深成ETF,2015-01-23,1.1995
159905.OF,深红利,2015-01-23,1.0794
159906.OF,深成长,2015-01-23,0.8790
159907.OF,中小300,2015-01-23,1.2128
159908.OF,创业板BS,2015-01-23,1.0447
159909.OF,深TMT,2015-01-23,4.6000
159910.OF,深F120,2015-01-23,1.1770
159912.OF,深300ETF,2015-01-23,1.2432
159913.OF,深价值,2015-01-23,1.3680
159915.OF,创业板,2015-01-23,1.6406
159916.OF,深F60,2015-01-23,2.2940
159918.OF,中创400,2015-01-23,1.6997
159919.OF,300ETF,2015-01-23,3.7183
159920.OF,恒生ETF,2015-01-23,1.1500
159922.OF,500ETF,2015-01-23,5.6257
159923.OF,100ETF,2015-01-23,1.3670
159925.OF,南方300,2015-01-23,1.4120
159928.OF,消费ETF,2015-01-23,1.1751
159929.OF,医药ETF,2015-01-23,1.2268
159930.OF,能源ETF,2015-01-23,1.1111
159931.OF,金融ETF,2015-01-23,1.6098
159932.OF,500深ETF,2015-01-23,1.5510
159933.OF,金地ETF,2015-01-23,1.7104
159935.OF,景顺500,2015-01-23,1.4747
159936.OF,可选消费,2015-01-23,1.3583
159938.OF,医药,2015-01-23,1.0809
159939.OF,信息技术,2015-01-23,0.9995
160119.OF,南方500,2015-01-23,1.3234
160125.OF,南方香港,2015-01-23,1.0494
160133.OF,南方天元,2015-01-23,1.3030
160218.OF,国泰地产,2015-01-23,1.5065
160219.OF,国泰医药,2015-01-23,1.0937
160222.OF,国泰食品,2015-01-23,1.1133
160416.OF,石油基金,2015-01-23,0.9010
160615.OF,鹏华300,2015-01-23,1.3110
160616.OF,鹏华500,2015-01-23,1.1520
160620.OF,资源LOF,2015-01-23,1.2650
160625.OF,证保LOF,2015-01-23,1.3810
160626.OF,信息LOF,2015-01-23,1.3840
160628.OF,地产LOF,2015-01-23,1.4120
160629.OF,传媒LOF,2015-01-23,1.1050
160630.OF,国防LOF,2015-01-23,1.0790
160706.OF,嘉实300,2015-01-23,0.9752
160716.OF,嘉实50,2015-01-23,1.0844
160717.OF,恒生H股,2015-01-23,0.8697
160806.OF,长盛同庆,2015-01-23,1.2380
160807.OF,长盛300,2015-01-23,1.1750
160919.OF,大成产业,2015-01-23,1.1100
161017.OF,富国500,2015-01-23,1.5970
161022.OF,创业,2015-01-23,1.1350
161024.OF,军工,2015-01-23,1.0890
161025.OF,互联网,2015-01-23,1.1850
161026.OF,国企改革,2015-01-23,1.0190
161213.OF,国投消费,2015-01-23,1.1720
161217.OF,国投资源,2015-01-23,0.7040
161607.OF,融通巨潮,2015-01-23,1.1210
161720.OF,证券基金,2015-01-23,1.0370
161721.OF,地产基金,2015-01-23,1.1920
161811.OF,银华300,2015-01-23,0.9820
161812.OF,银华100,2015-01-23,0.9480
161831.OF,恒生中企,2015-01-23,1.1661
161907.OF,万家红利,2015-01-23,1.2433
162107.OF,金鹰量化,2015-01-23,1.3653
162216.OF,泰达500,2015-01-23,1.4522
162307.OF,海富100,2015-01-23,1.0770
162411.OF,华宝油气,2015-01-23,0.7030
162509.OF,中证100E,2015-01-23,1.4320
162510.OF,国安中小,2015-01-23,1.3650
162711.OF,广发500L,2015-01-23,1.2232
162714.OF,深100基,2015-01-23,1.0725
162907.OF,泰信400,2015-01-23,1.5380
163109.OF,申万深成,2015-01-23,0.7061
163110.OF,申万量化,2015-01-23,1.4090
163113.OF,申万证券,2015-01-23,0.9957
163114.OF,申万环保,2015-01-23,1.3045
163115.OF,申万军工,2015-01-23,1.3473
163209.OF,诺安创业,2015-01-23,1.1820
163407.OF,兴全300,2015-01-23,1.2770
163821.OF,中银300E,2015-01-23,1.4670
164304.OF,新华环保,2015-01-23,1.0980
164705.OF,添富恒生,2015-01-23,1.0910
164811.OF,京津冀,2015-01-23,1.2514
165309.OF,建信300,2015-01-23,1.0514
165310.OF,300增强,2015-01-23,1.1930
165312.OF,建信50,2015-01-23,1.2427
165510.OF,信诚四国,2015-01-23,0.7520
165511.OF,信诚500,2015-01-23,1.0870
165515.OF,信诚300,2015-01-23,1.2170
165519.OF,信诚医药,2015-01-23,1.1230
165520.OF,信诚有色,2015-01-23,1.1220
165521.OF,信诚金融,2015-01-23,1.1130
165522.OF,信诚TMT,2015-01-23,1.0780
166802.OF,浙商300,2015-01-23,1.2440
510010.OF,治理ETF,2015-01-23,1.0640
510020.OF,超大ETF,2015-01-23,2.2720
510030.OF,价值ETF,2015-01-23,3.9420
510050.OF,50ETF,2015-01-23,2.5230
510060.OF,央企ETF,2015-01-23,1.8125
510090.OF,责任ETF,2015-01-23,1.3356
510110.OF,周期ETF,2015-01-23,3.4940
510120.OF,非周ETF,2015-01-23,2.7300
510130.OF,中盘ETF,2015-01-23,3.6536
510150.OF,消费ETF,2015-01-23,3.4280
510160.OF,小康ETF,2015-01-23,0.5088
510170.OF,商品ETF,2015-01-23,1.9340
510180.OF,180ETF,2015-01-23,3.2140
510190.OF,龙头ETF,2015-01-23,3.1770
510210.OF,综指ETF,2015-01-23,3.6790
510220.OF,中小ETF,2015-01-23,3.9520
510230.OF,金融ETF,2015-01-23,5.7463
510270.OF,国企ETF,2015-01-23,1.1000
510290.OF,380ETF,2015-01-23,1.3834
510300.OF,300ETF,2015-01-23,3.5602
510310.OF,HS300ETF,2015-01-23,1.4424
510330.OF,华夏300,2015-01-23,3.5942
510410.OF,资源ETF,2015-01-23,0.8004
510440.OF,500沪市,2015-01-23,1.7200
510500.OF,500ETF,2015-01-23,1.5799
510510.OF,广发500,2015-01-23,1.5824
510630.OF,消费行业,2015-01-23,1.2607
510650.OF,金融行业,2015-01-23,1.6282
510660.OF,医药行业,2015-01-23,1.2538
510680.OF,万家50,2015-01-23,1.4181
510880.OF,红利ETF,2015-01-23,2.5280
510900.OF,H股ETF,2015-01-23,1.1523
512010.OF,医药ETF,2015-01-23,1.0601
512070.OF,证券保险,2015-01-23,2.2675
512120.OF,医药50,2015-01-23,1.1310
512220.OF,科技150,2015-01-23,1.2332
512600.OF,主要消费,2015-01-23,1.2246
512610.OF,医药卫生,2015-01-23,1.2365
512640.OF,金融地产,2015-01-23,1.7781
513030.OF,德国30,2015-01-23,0.9690
513600.OF,恒指ETF,2015-01-23,1.9613
513660.OF,恒生通,2015-01-23,1.9825
159901.OF,深100ETF,2015-01-30,3.8726
159902.OF,中小100,2015-01-30,2.8120
159903.OF,深成ETF,2015-01-30,1.1706
159905.OF,深红利,2015-01-30,1.0502
159906.OF,深成长,2015-01-30,0.8650
159907.OF,中小300,2015-01-30,1.2151
159908.OF,创业板BS,2015-01-30,1.0281
159909.OF,深TMT,2015-01-30,4.5330
159910.OF,深F120,2015-01-30,1.1556
159912.OF,深300ETF,2015-01-30,1.2290
159913.OF,深价值,2015-01-30,1.3320
159915.OF,创业板,2015-01-30,1.6238
159916.OF,深F60,2015-01-30,2.2457
159918.OF,中创400,2015-01-30,1.7102
159919.OF,300ETF,2015-01-30,3.5711
159920.OF,恒生ETF,2015-01-30,1.1346
159922.OF,500ETF,2015-01-30,5.6269
159923.OF,100ETF,2015-01-30,1.2970
159925.OF,南方300,2015-01-30,1.3567
159928.OF,消费ETF,2015-01-30,1.1687
159929.OF,医药ETF,2015-01-30,1.2184
159930.OF,能源ETF,2015-01-30,1.0599
159931.OF,金融ETF,2015-01-30,1.5100
159932.OF,500深ETF,2015-01-30,1.5510
159933.OF,金地ETF,2015-01-30,1.5953
159935.OF,景顺500,2015-01-30,1.4756
159936.OF,可选消费,2015-01-30,1.3565
159938.OF,医药,2015-01-30,1.0729
159939.OF,信息技术,2015-01-30,0.9992
160119.OF,南方500,2015-01-30,1.3247
160125.OF,南方香港,2015-01-30,1.0425
160133.OF,南方天元,2015-01-30,1.2720
160218.OF,国泰地产,2015-01-30,1.4690
160219.OF,国泰医药,2015-01-30,1.0902
160222.OF,国泰食品,2015-01-30,1.1081
160416.OF,石油基金,2015-01-30,0.8850
160615.OF,鹏华300,2015-01-30,1.2610
160616.OF,鹏华500,2015-01-30,1.1510
160620.OF,资源LOF,2015-01-30,1.2380
160625.OF,证保LOF,2015-01-30,1.2880
160626.OF,信息LOF,2015-01-30,1.3720
160628.OF,地产LOF,2015-01-30,1.3660
160629.OF,传媒LOF,2015-01-30,1.1120
160630.OF,国防LOF,2015-01-30,1.0590
160706.OF,嘉实300,2015-01-30,0.9387
160716.OF,嘉实50,2015-01-30,1.0247
160717.OF,恒生H股,2015-01-30,0.8333
160806.OF,长盛同庆,2015-01-30,1.2040
160807.OF,长盛300,2015-01-30,1.1400
160919.OF,大成产业,2015-01-30,1.0920
161017.OF,富国500,2015-01-30,1.5920
161022.OF,创业,2015-01-30,1.1230
161024.OF,军工,2015-01-30,1.0700
161025.OF,互联网,2015-01-30,1.1880
161026.OF,国企改革,2015-01-30,1.0090
161213.OF,国投消费,2015-01-30,1.1640
161217.OF,国投资源,2015-01-30,0.6830
161607.OF,融通巨潮,2015-01-30,1.0630
161720.OF,证券基金,2015-01-30,0.9760
161721.OF,地产基金,2015-01-30,1.1380
161811.OF,银华300,2015-01-30,0.9440
161812.OF,银华100,2015-01-30,0.9290
161831.OF,恒生中企,2015-01-30,1.1171
161907.OF,万家红利,2015-01-30,1.2260
162107.OF,金鹰量化,2015-01-30,1.3656
162216.OF,泰达500,2015-01-30,1.4561
162307.OF,海富100,2015-01-30,1.0270
162411.OF,华宝油气,2015-01-30,0.7120
162509.OF,中证100E,2015-01-30,1.3570
162510.OF,国安中小,2015-01-30,1.3670
162711.OF,广发500L,2015-01-30,1.2242
162714.OF,深100基,2015-01-30,1.0496
162907.OF,泰信400,2015-01-30,1.5320
163109.OF,申万深成,2015-01-30,0.6868
163110.OF,申万量化,2015-01-30,1.4230
163113.OF,申万证券,2015-01-30,0.9388
163114.OF,申万环保,2015-01-30,1.2967
163115.OF,申万军工,2015-01-30,1.3238
163209.OF,诺安创业,2015-01-30,1.1650
163407.OF,兴全300,2015-01-30,1.2220
163821.OF,中银300E,2015-01-30,1.4420
164304.OF,新华环保,2015-01-30,1.0920
164705.OF,添富恒生,2015-01-30,1.0770
164811.OF,京津冀,2015-01-30,1.2228
165309.OF,建信300,2015-01-30,1.0125
165310.OF,300增强,2015-01-30,1.1600
165312.OF,建信50,2015-01-30,1.1914
165510.OF,信诚四国,2015-01-30,0.7210
165511.OF,信诚500,2015-01-30,1.0880
165515.OF,信诚300,2015-01-30,1.1700
165519.OF,信诚医药,2015-01-30,1.1140
165520.OF,信诚有色,2015-01-30,1.1070
